#Table: J/MNRAS/402/620/table7.dat (http://cdsarc.cds.unistra.fr)
---------------------------------------------------------------------------------------------------------------------
S                       |      |     |    |   |     |     |    |    |     |    |    |    | M|    |    |         |
o                       |      |     |   P| Fi|     |    e|    |  e_|     |   e|    |   e|Ty|    |  e_|         |   N
l    SDSS               |Type  |  MJD|late|ber| Teff|_Teff|logg|logg|  Mwd|_Mwd| dwd|_dwd|pe|dsec|dsec|Flag     |otes
------------------------|------|-----|----|---|-----|-----|----|----|-----|----|----|----|--|----|----|---------|----
0SDSSJ080319.50+231043.0|DA/M  |52705|1265|275| 9731|  755|8.42|1.27| 0.87|0.69| 325| 274| 4|2195| 646|s/e      |
1SDSSJ080414.56+413833.5|DA/M  |52202| 545|365|18330| 1648|7.77|0.35| 0.50|0.19| 657| 137| 3| 854| 168|s/e/h    |
0SDSSJ080414.56+413833.5|DA/M  |52202| 545|365|10793|  623|8.61|0.39| 0.99|0.22| 217|  65| 3| 854| 168|s/e/h    |
1SDSSJ080445.59+372506.0|DA/M: |52253| 758|177|12392| 1129|7.53|0.45| 0.38|0.22| 584| 146|-1|   0|   0|         |
0SDSSJ080445.59+372506.0|DA/M: |52253| 758|177|12392| 1129|7.54|0.45| 0.38|0.22| 580| 145|-1|   0|   0|         |
1SDSSJ080523.87+130435.1|DA:/M |53682|2268|260|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 709| 140|         |
0SDSSJ080523.87+130435.1|DA:/M |53682|2268|260|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 709| 140|         |
1SDSSJ080524.40+232411.6|DA/M  |52705|1265|117|29050| 1419|8.12|0.26| 0.71|0.16| 646| 117| 0| 495|  67|         |
0SDSSJ080524.40+232411.6|DA/M  |52705|1265|117|10189|  291|9.50|0.05| 1.46|0.02|  45|   6| 0| 495|  67|         |
1SDSSJ080531.33+205548.2|DA:/M |53330|1924|317|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1088| 259|         |
0SDSSJ080531.33+205548.2|DA:/M |53330|1924|317|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1088| 259|         |
1SDSSJ080541.62+170624.8|DA/M  |53357|2081|180|19193| 3584|7.82|0.66| 0.53|0.40|1033| 394| 5|1006| 515|s/h      |
0SDSSJ080541.62+170624.8|DA/M  |53357|2081|180|10307|  780|8.70|0.68| 1.04|0.36| 265| 147| 5|1006| 515|s/h      |
1SDSSJ080610.00+214152.6|DC/M  |52943|1584| 42|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 366| 108|s/h      |
1SDSSJ080611.75+215912.5|DA:/M |52943|1584| 53|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1260| 300|s/e      |
0SDSSJ080611.75+215912.5|DA:/M |52943|1584| 53|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1260| 300|s/e      |
1SDSSJ080636.85+251912.1|DB/M  |52705|1265|384|17439|   78|8.18|0.04| 0.00|0.00|   0|   0| 3| 852| 168|s/h      |
1SDSSJ080637.51+335510.2|DA/M  |52584| 891| 26|28718| 1133|8.06|0.24| 0.68|0.15| 684| 114| 3| 866| 171|s/e/h    |
0SDSSJ080637.51+335510.2|DA/M  |52584| 891| 26| 9619|  283|9.35|0.20| 1.38|0.10|  66|  23| 3| 866| 171|s/e/h    |
1SDSSJ080643.41+403517.2|DA/M  |52202| 545|515|23343|  804|7.86|0.12| 0.56|0.06| 453|  35| 4| 423| 125|s/e/h    |
0SDSSJ080643.41+403517.2|DA/M  |52202| 545|515|10189|  141|9.07|0.11| 1.23|0.06|  67|   8| 4| 423| 125|s/e/h    |
1SDSSJ080650.81+484014.5|(WD/M)|51885| 440|305|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 926| 273|s/e/h    |
0SDSSJ080650.81+484014.5|(WD/M)|51885| 440|305|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 4| 926| 273|s/e/h    |
1SDSSJ080650.81+484014.5|(WD/M)|51912| 440|291|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 5|1161| 594|s/e/h    |
0SDSSJ080650.81+484014.5|(WD/M)|51912| 440|291|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 5|1161| 594|s/e/h    |
1SDSSJ080653.95+160729.8|DA:/M |53713|2267|476|10670| 1070|8.51|0.69| 0.93|0.38| 360| 177| 3| 423|  83|re       |
0SDSSJ080653.95+160729.8|DA:/M |53713|2267|476|17707| 3141|7.71|0.67| 0.47|0.39|1048| 390| 3| 423|  83|         |
1SDSSJ080732.87+112710.7|DA/M  |53794|2418|628|24726| 1751|7.72|0.24| 0.49|0.12| 543|  83| 0| 510|  69|         |
0SDSSJ080732.87+112710.7|DA/M  |53794|2418|628| 9844|  290|8.94|0.22| 1.17|0.12|  83|  18| 0| 510|  69|         |
1SDSSJ080736.96+072412.0|DA/M  |53080|1756|335|18756| 1081|7.94|0.22| 0.59|0.13| 548|  79| 3| 624| 123|s/e/h    |
0SDSSJ080736.96+072412.0|DA/M  |53080|1756|335|11433|  537|8.75|0.22| 1.07|0.12| 170|  32| 3| 624| 123|s/e/h    |
1SDSSJ080846.59+182558.2|DA/M  |53357|2081|605|30071|  791|8.34|0.19| 0.85|0.12| 450|  65| 1| 778| 152|s/h      |
0SDSSJ080846.59+182558.2|DA/M  |53357|2081|605| 9619|  152|9.50|0.03| 1.46|0.01|  37|   3| 1| 778| 152|s/h      |
1SDSSJ080906.86+442551.1|DA/M  |51877| 439|163| 8187|  151|6.38|0.65| 0.06|0.16| 340|  95| 2| 463| 110|re       |
0SDSSJ080906.86+442551.1|DA/M  |51877| 439|163|15782|   64|5.00|0.05|-0.16|0.01|1655|  24| 2| 463| 110|         |
1SDSSJ080939.98+125122.1|DA/M  |53682|2268| 44|16336|  807|7.79|0.19| 0.50|0.10| 494|  57| 3| 854| 168|s/h      |
0SDSSJ080939.98+125122.1|DA/M  |53682|2268| 44|11433|  509|8.25|0.25| 0.76|0.16| 245|  42| 3| 854| 168|s/h      |
1SDSSJ081016.89+071333.5|WD/K  |53080|1756|544|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ081016.89+071333.5|WD/K  |53080|1756|544|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ081029.70+413013.6|DA/M: |52202| 545|612|21045| 4203|7.02|0.70| 0.28|0.21|2061| 855| 3|2819| 555|s/e      |
0SDSSJ081029.70+413013.6|DA/M: |52202| 545|612| 9401|  550|8.28|0.80| 0.78|0.46| 294| 148| 3|2819| 555|s/e      |
1SDSSJ081113.73+144150.6|DA/M: |53714|2270|340|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1770| 238|         |4
0SDSSJ081113.73+144150.6|DA/M: |53714|2270|340|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 0|1770| 238|         |
1SDSSJ081114.88+473019.1|DA/M  |51884| 438|634|62828| 5160|7.21|0.27| 0.46|0.07|1778| 388| 2|1722| 410|h        |
0SDSSJ081114.88+473019.1|DA/M  |51884| 438|634| 6889|26645|8.93|2.25| 1.16|1.02|  40|  14| 2|1722| 410|h        |
1SDSSJ081126.67+053911.9|DA/M  |52934|1295|168|27743|  254|7.82|0.05| 0.55|0.02| 232|   8| 4| 473| 139|s/e/h    |
0SDSSJ081126.67+053911.9|DA/M  |52934|1295|168| 9509|   22|9.17|0.03| 1.29|0.02|  25|   1| 4| 473| 139|s/e/h    |
1SDSSJ081141.10+192311.5|WD/M  |53327|1925|130|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1461| 286|         |
0SDSSJ081141.10+192311.5|WD/M  |53327|1925|130|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1461| 286|         |
1SDSSJ081157.13+143533.0|WD/K  |53714|2270|253|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ081157.13+143533.0|WD/K  |53714|2270|253|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ081225.62+031914.1|DA/M  |52641|1184|255|24163| 1749|7.89|0.25| 0.57|0.14| 633| 102| 4| 950| 280|s/e/h    |
0SDSSJ081225.62+031914.1|DA/M  |52641|1184|255|10073|  272|9.14|0.21| 1.27|0.11|  87|  23| 4| 950| 280|s/e/h    |
1SDSSJ081233.38+232250.1|DA/M  |52943|1584|607|12250| 1747|7.46|0.44| 0.35|0.20| 530| 131| 6| 460| 213|s/e/h    |
0SDSSJ081233.38+232250.1|DA/M  |52943|1584|607|12110| 1729|7.55|0.43| 0.38|0.21| 498| 119| 6| 460| 213|s/e/h    |
1SDSSJ081312.09+324758.6|DA/M  |52318| 861|366|10427|  455|8.55|0.49| 0.95|0.27| 217|  79| 5| 449| 230|s/e/h    |
0SDSSJ081312.09+324758.6|DA/M  |52318| 861|366|18330| 1978|7.58|0.43| 0.42|0.21| 833| 208| 5| 449| 230|s/e/h    |
1SDSSJ081320.00+215259.2|DA/M  |53330|1924|460|29727| 1674|7.82|0.36| 0.55|0.20|1209| 278| 2|1815| 432|s/h      |
0SDSSJ081320.00+215259.2|DA/M  |53330|1924|460| 9293|  394|9.24|0.30| 1.32|0.15|  90|  39| 2|1815| 432|s/h      |
1SDSSJ081322.91+343758.5|DA:/K |52289| 825|524|46042|14734|7.10|1.15| 0.38|0.45|4054|2477|-1|   0|   0|s/h      |
0SDSSJ081322.91+343758.5|DA:/K |52289| 825|524| 7467|14680|9.00|2.25| 1.20|1.04|  97|  48|-1|   0|   0|s/h      |
1SDSSJ081355.47+452623.0|DA/M  |51877| 439|586|12250| 1977|7.46|0.58| 0.35|0.28| 728| 229| 2| 978| 233|s/e/h    |4
0SDSSJ081355.47+452623.0|DA/M  |51877| 439|586|12250| 1973|7.50|0.58| 0.37|0.29| 708| 222| 2| 978| 233|s/e/h    |
1SDSSJ081406.16+521715.4|DA/M  |53297|1781|202|41510| 1435|7.54|0.17| 0.48|0.06| 715|  90| 3| 734| 145|s/h      |
0SDSSJ081406.16+521715.4|DA/M  |53297|1781|202| 8001|13657|9.50|2.25| 1.46|1.02|  17|  55| 3| 734| 145|s/h      |
1SDSSJ081409.82+531921.3|DA/M  |53297|1781|501|19640|  314|7.70|0.06| 0.47|0.03| 220|   9| 5| 234| 120|s/h      |
0SDSSJ081409.82+531921.3|DA/M  |53297|1781|501|10427|   84|8.65|0.06| 1.01|0.04|  52|   3| 5| 234| 120|s/h      |
1SDSSJ081410.59+452315.7|DA/M  |51877| 439|583|14065| 3748|8.30|1.22| 0.80|0.67| 920| 695|-1|   0|   0|s        |
0SDSSJ081410.59+452315.7|DA/M  |51877| 439|583|12828| 3702|8.42|1.21| 0.87|0.65| 786| 631|-1|   0|   0|s        |
1SDSSJ081449.79+405920.7|DA/M  |52264| 760|336|10189|  259|8.42|0.29| 0.87|0.17| 193|  41| 5| 638| 326|s/e/h    |
0SDSSJ081449.79+405920.7|DA/M  |52264| 760|336|18974| 1311|7.46|0.27| 0.38|0.11| 772| 138| 5| 638| 326|s/e/h    |
1SDSSJ081502.81+411710.5|DA/M  |52205| 546| 15|11699|  663|7.81|0.38| 0.50|0.23| 373|  83| 5|1099| 562|s/e/h    |
0SDSSJ081502.81+411710.5|DA/M  |52205| 546| 15|14560| 1361|7.54|0.31| 0.39|0.14| 562| 103| 5|1099| 562|s/e/h    |
1SDSSJ081513.68+204348.2|DA/M  |53330|1924| 28|18756| 1265|8.03|0.27| 0.64|0.17| 481|  84| 3| 473|  93|s/h      |
0SDSSJ081513.68+204348.2|DA/M  |53330|1924| 28|11433|  650|8.79|0.30| 1.09|0.16| 153|  40| 3| 473|  93|s/h      |
1SDSSJ081557.48+210657.1|DA/M  |53330|1924| 40|21785| 3281|7.25|0.52| 0.33|0.18|1343| 441| 4| 681| 201|s/h      |
0SDSSJ081557.48+210657.1|DA/M  |53330|1924| 40| 9401|  491|8.01|0.84| 0.60|0.52| 275| 131| 4| 681| 201|s/h      |
1SDSSJ081600.20+433139.2|DA/M  |52205| 546|566|25012| 3768|7.73|0.54| 0.50|0.30|1499| 475| 4|2003| 590|e        |
0SDSSJ081600.20+433139.2|DA/M  |52205| 546|566| 9619|  581|8.93|0.60| 1.16|0.31| 215| 128| 4|2003| 590|e        |
1SDSSJ081644.47+224556.7|(WD/M)|53317|1926|188|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1683| 401|         |4
0SDSSJ081644.47+224556.7|(WD/M)|53317|1926|188|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2|1683| 401|         |
1SDSSJ081648.72+262354.2|DA/M  |52709|1266|444|13904|  537|7.48|0.12| 0.36|0.04| 327|  26| 6| 370| 171|s/e/h    |
0SDSSJ081648.72+262354.2|DA/M  |52709|1266|444|12250| 1486|7.47|0.27| 0.35|0.12| 278|  45| 6| 370| 171|s/e/h    |
1SDSSJ081649.29+550910.0|DA/M  |53384|1871|632|19640| 1115|7.71|0.20| 0.47|0.10| 639|  81| 4| 876| 258|h        |
0SDSSJ081649.29+550910.0|DA/M  |53384|1871|632|10427|  271|8.66|0.24| 1.01|0.13| 150|  28| 4| 876| 258|h        |
1SDSSJ081654.35+354230.6|DA/M  |52295| 826|397|22037| 1059|8.08|0.16| 0.68|0.10| 424|  48| 3| 674| 133|s/e/h    |
0SDSSJ081654.35+354230.6|DA/M  |52295| 826|397|10670|  268|9.17|0.13| 1.29|0.07|  81|  14| 3| 674| 133|s/e/h    |
1SDSSJ081701.87-000313.3|DA/M  |53846|2077|512|13127|  881|8.40|0.20| 0.86|0.12| 228|  34| 3| 388|  76|s        |
0SDSSJ081701.87-000313.3|DA/M  |53846|2077|512|16149|  874|8.13|0.19| 0.69|0.12| 339|  43| 3| 388|  76|s        |
1SDSSJ081716.98+054223.6|DA/M  |52962|1296|281|40101| 3339|7.77|0.38| 0.56|0.19|1136| 283| 2|1068| 254|s/e/h    |
0SDSSJ081716.98+054223.6|DA/M  |52962|1296|281| 8094|  198|9.50|0.11| 1.46|0.03|  32|   9| 2|1068| 254|s/e/h    |
1SDSSJ081716.98+054223.6|DA/M  |52934|1295| 24|35740| 1773|7.69|0.29| 0.52|0.13|1120| 220| 2|1122| 267|s/e/h    |
0SDSSJ081716.98+054223.6|DA/M  |52934|1295| 24| 8475|  198|9.50|0.15| 1.46|0.05|  32|  13| 2|1122| 267|s/e/h    |
1SDSSJ081732.74+265729.9|DA/M  |52709|1266|427|18330|  743|7.67|0.16| 0.45|0.07| 462|  46| 5| 336| 172|s/e/h    |
0SDSSJ081732.74+265729.9|DA/M  |52709|1266|427|10793|  266|8.53|0.17| 0.94|0.11| 152|  20| 5| 336| 172|s/e/h    |
1SDSSJ081811.70+173224.5|DA/M  |53711|2269|622|15071| 2807|8.69|0.45| 1.04|0.24| 358| 131| 3| 402|  79|s        |
0SDSSJ081811.70+173224.5|DA/M  |53711|2269|622|17106| 2294|8.48|0.36| 0.92|0.20| 481| 126| 3| 402|  79|s        |
1SDSSJ081831.07-010923.1|DA/M  |53846|2077| 42|15246| 5092|8.75|0.90| 1.07|0.47| 488| 368| 3| 798| 157|s        |
0SDSSJ081831.07-010923.1|DA/M  |53846|2077| 42|16336| 5050|8.74|0.89| 1.06|0.46| 523| 389| 3| 798| 157|s        |
1SDSSJ081840.75+204748.0|DA/M  |53327|1925|582|31853| 1062|7.77|0.27| 0.54|0.13|1107| 193| 3|1499| 295|s/h      |
0SDSSJ081840.75+204748.0|DA/M  |53327|1925|582| 8875|  225|9.23|0.23| 1.32|0.11|  75|  25| 3|1499| 295|s/h      |
1SDSSJ081936.74+352916.4|DA/M  |52295| 826|156|12250| 1390|7.47|0.47| 0.35|0.22| 521| 137| 3| 909| 179|s/e/h    |
0SDSSJ081936.74+352916.4|DA/M  |52295| 826|156|12392| 1363|7.41|0.46| 0.34|0.20| 544| 143| 3| 909| 179|s/e/h    |
1SDSSJ081942.67+542608.1|DA/M  |53383|1782|221|19640| 1208|7.65|0.24| 0.45|0.11| 603|  89| 3| 702| 138|s/h      |
0SDSSJ081942.67+542608.1|DA/M  |53383|1782|221|10427|  276|8.67|0.26| 1.02|0.15| 135|  28| 3| 702| 138|s/h      |
1SDSSJ081942.67+542608.1|DA/M  |53299|1782|238|17304|  777|7.66|0.18| 0.45|0.09| 515|  59| 3| 692| 136|s/h      |
0SDSSJ081942.67+542608.1|DA/M  |53299|1782|238|10918|  325|8.40|0.23| 0.86|0.14| 197|  32| 3| 692| 136|s/h      |
1SDSSJ081959.20+060424.2|DA/M  |52962|1296|138|16910| 1381|7.66|0.32| 0.44|0.16| 667| 124| 4| 697| 205|s/e/h    |
0SDSSJ081959.20+060424.2|DA/M  |52962|1296|138|11045|  650|8.28|0.40| 0.78|0.25| 281|  75| 4| 697| 205|s/e/h    |
1SDSSJ082022.02+431411.0|DA/M  |52207| 547| 59|20804|  115|7.83|0.03| 0.53|0.01| 127|   2| 5| 144|  74|s/e/h    |5
0SDSSJ082022.02+431411.0|DA/M  |52207| 547| 59|10548|   21|8.92|0.03| 1.15|0.02|  30|   1| 5| 144|  74|s/e/h    |
1SDSSJ082022.02+431411.0|DA/M  |51959| 547| 76|20804|  226|7.85|0.04| 0.54|0.02| 127|   4| 5| 141|  72|s/e/h    |
0SDSSJ082022.02+431411.0|DA/M  |51959| 547| 76|10548|   32|8.94|0.04| 1.17|0.03|  29|   1| 5| 141|  72|s/e/h    |
1SDSSJ082031.30+252558.7|DA/M  |52962|1585|445|20331| 1661|7.69|0.30| 0.47|0.15| 754| 135| 5| 640| 327|s/e/h    |
0SDSSJ082031.30+252558.7|DA/M  |52962|1585|445|10548|  383|8.90|0.29| 1.14|0.15| 163|  45| 5| 640| 327|s/e/h    |
1SDSSJ082049.22+335715.2|DC:/M |52325| 862|333|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ082049.22+335715.2|DC:/M |52325| 862|333|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ082056.97+190034.0|WD/M  |53358|2082|560|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 377|  74|         |
0SDSSJ082056.97+190034.0|WD/M  |53358|2082|560|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 377|  74|         |
1SDSSJ082145.27+455923.4|DA/M  |51868| 441| 33|79095| 5407|7.69|0.20| 0.63|0.07| 808| 129| 2|1267| 302|s/e      |
0SDSSJ082145.27+455923.4|DA/M  |51868| 441| 33| 6810|20498|9.50|2.25| 1.46|0.93|  11|  38| 2|1267| 302|s/e      |
1SDSSJ082159.41+441708.0|WD/M  |51986| 548|267|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1797| 352|         |
0SDSSJ082159.41+441708.0|WD/M  |51986| 548|267|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1797| 352|         |
1SDSSJ082217.89+174031.6|WD/M  |53709|2273|290|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 6| 511| 236|         |
0SDSSJ082217.89+174031.6|WD/M  |53709|2273|290|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 6| 511| 236|         |
1SDSSJ082228.97+352401.5|DA/M  |52295| 826|119|19868|  985|8.08|0.18| 0.67|0.11| 399|  50| 4|1461| 430|s/e      |
0SDSSJ082228.97+352401.5|DA/M  |52295| 826|119|10918|  375|8.96|0.20| 1.18|0.11| 106|  21| 4|1461| 430|s/e      |
1SDSSJ082242.77+460015.8|DA:/M |51986| 548|383|41035|11480|8.35|1.00| 0.87|0.50|1802|1182| 1|2173| 425|s/e/h    |
0SDSSJ082242.77+460015.8|DA:/M |51986| 548|383| 7819|13187|9.26|2.25| 1.33|1.04| 122| 174| 1|2173| 425|s/e/h    |
1SDSSJ082429.02+172345.4|DA/M  |53726|2271|110|11433|  555|8.23|0.25| 0.75|0.16| 200|  35| 3| 368|  72|s        |
0SDSSJ082429.02+172345.4|DA/M  |53726|2271|110|15782|  889|7.70|0.23| 0.46|0.12| 420|  57| 3| 368|  72|s        |
1SDSSJ082455.61+272242.5|DA/M  |52932|1267|193|13432| 2770|7.50|0.82| 0.37|0.44| 846| 361| 5| 811| 415|s/e/h    |
0SDSSJ082455.61+272242.5|DA/M  |52932|1267|193|12392| 2875|7.54|0.87| 0.38|0.49| 752| 335| 5| 811| 415|s/e/h    |
1SDSSJ082503.32+271003.0|DB/M  |52932|1267| 58|17622|   25|8.22|0.02| 0.00|0.00|   0|   0| 5| 566| 290|h        |
1SDSSJ082526.45-010929.2|DA/M  |53083|1154|123| 9958|  500|8.12|0.75| 0.67|0.45| 413| 185| 4| 895| 264|         |
0SDSSJ082526.45-010929.2|DA/M  |53083|1154|123|17912| 2588|7.11|0.56| 0.28|0.17|1631| 562| 4| 895| 264|         |
1SDSSJ082533.82+161048.4|DA/M  |53726|2274|469|15601| 2375|8.22|0.47| 0.75|0.28| 577| 179| 2| 587| 140|         |
0SDSSJ082533.82+161048.4|DA/M  |53726|2274|469|14228| 2819|8.37|0.56| 0.84|0.32| 452| 172| 2| 587| 140|         |
1SDSSJ082554.95+340446.6|WD/M  |52325| 862|567|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 811| 160|s/e/h    |
0SDSSJ082554.95+340446.6|WD/M  |52325| 862|567|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 811| 160|s/e/h    |
1SDSSJ082558.77+034520.8|DA/M  |52642|1185|108|19640| 1942|7.65|0.38| 0.45|0.19| 741| 169| 3|1973| 388|s/e      |
0SDSSJ082558.77+034520.8|DA/M  |52642|1185|108|10427|  489|8.52|0.44| 0.93|0.25| 188|  61| 3|1973| 388|s/e      |
1SDSSJ082609.72+194126.3|DA/M  |53359|2083|100|10548|  572|8.40|0.60| 0.86|0.34| 280| 114| 4| 805| 237|s/h      |2
0SDSSJ082609.72+194126.3|DA/M  |53359|2083|100|17304| 2127|7.49|0.50| 0.38|0.23| 830| 239| 4| 805| 237|s/h      |
1SDSSJ082619.55+333042.6|DA/M  |52325| 862|592| 8573|  428|7.82|1.18| 0.49|0.70| 319| 191| 5| 322| 165|s/e/h    |
0SDSSJ082619.55+333042.6|DA/M  |52325| 862|592|17505| 5631|5.29|0.73|-0.09|0.15|2967| 680| 5| 322| 165|s/e/h    |
1SDSSJ082758.82+525317.2|DA/M  |51883| 444|435|15601|  678|7.44|0.17| 0.36|0.06| 490|  55| 5|1053| 539|         |
0SDSSJ082758.82+525317.2|DA/M  |51883| 444|435|10918|  333|7.89|0.24| 0.54|0.15| 245|  33| 5|1053| 539|         |
1SDSSJ082808.59+185127.3|WD/M  |53709|2273|542|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1013| 198|         |4
0SDSSJ082808.59+185127.3|WD/M  |53709|2273|542|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 1|1013| 198|         |
1SDSSJ082817.94+231257.7|DA/M: |53349|1929|342|20098| 6118|7.40|1.32| 0.36|0.69|1488| 933|-1|   0|   0|         |
0SDSSJ082817.94+231257.7|DA/M: |53349|1929|342| 9731| 1200|8.33|1.50| 0.81|0.81| 364| 340|-1|   0|   0|         |
1SDSSJ082817.94+231257.7|DA/M: |53738|2330|248|25012| 3610|7.85|0.65| 0.56|0.38|1326| 507|-1|   0|   0|         |
0SDSSJ082817.94+231257.7|DA/M: |53738|2330|248| 9731|  568|8.95|0.58| 1.17|0.30| 203| 119|-1|   0|   0|         |
1SDSSJ082823.57+210036.0|DA:/M |53321|1927| 21|28718| 3691|9.13|0.98| 1.27|0.49| 741| 572| 1|1411| 276|         |
0SDSSJ082823.57+210036.0|DA:/M |53321|1927| 21|10793|15426|9.50|1.36| 1.46|0.67| 160| 179| 1|1411| 276|         |
1SDSSJ082828.18+471737.9|DA/M  |51981| 549|338|20804| 3819|7.33|0.65| 0.35|0.27|1707| 643| 4|1037| 305|s/e/h    |
0SDSSJ082828.18+471737.9|DA/M  |51981| 549|338| 9958|  739|8.48|0.80| 0.91|0.44| 348| 193| 4|1037| 305|s/e/h    |
1SDSSJ082903.53+231651.0|WD/M  |53741|2315|214|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 284|  56|         |6
0SDSSJ082903.53+231651.0|WD/M  |53741|2315|214|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 284|  56|         |
1SDSSJ082903.53+231651.0|WD/M  |53327|1928|220|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 286|  56|         |
0SDSSJ082903.53+231651.0|WD/M  |53327|1928|220|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 3| 286|  56|         |
1SDSSJ082906.57+355519.6|DA:/K |52668|1197|333|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
0SDSSJ082906.57+355519.6|DA:/K |52668|1197|333|    0|    0|0.00|0.00| 0.00|0.00|   0|   0|-1|   0|   0|         |
1SDSSJ082918.99+270134.6|DA/M  |52945|1586|426|22037| 2398|8.17|0.35| 0.73|0.22| 802| 194| 2|1772| 422|s/e/h    |
0SDSSJ082918.99+270134.6|DA/M  |52945|1586|426|10670|  648|9.20|0.31| 1.30|0.16| 157|  65| 2|1772| 422|s/e/h    |
1SDSSJ082959.67+265657.5|WD/M  |52945|1586|518|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 338|  80|         |
0SDSSJ082959.67+265657.5|WD/M  |52945|1586|518|    0|    0|0.00|0.00| 0.00|0.00|   0|   0| 2| 338|  80|         |
1SDSSJ083001.52+054932.8|DA/M  |52963|1297|252|11835| 2446|6.91|1.03| 0.21|0.36|1361| 677| 2|2002| 477|re/s     |
0SDSSJ083001.52+054932.8|DA/M  |52963|1297|252|11565| 2506|7.05|1.06| 0.24|0.43|1243| 631| 2|2002| 477|s        |
1SDSSJ083001.52+054932.8|DA/M  |52646|1186|329|11835| 3468|7.23|0.95| 0.28|0.44|1185| 554| 2|2139| 509|s        |
0SDSSJ083001.52+054932.8|DA/M  |52646|1186|329|13745| 2987|7.24|0.79| 0.29|0.33|1403| 586| 2|2139| 509|s        |
1SDSSJ083006.18+203619.6|DA/M: |53359|2083|516|16525| 1447|7.26|0.37| 0.31|0.12| 943| 229|-1|   0|   0|         |
0SDSSJ083006.18+203619.6|DA/M: |53359|2083|516|10427|  392|8.07|0.43| 0.64|0.28| 296|  79|-1|   0|   0|         |
1SDSSJ083038.79+470247.0|DA/M  |51981| 549|479|43466| 2612|7.75|0.23| 0.56|0.11|1037| 171| 1| 987| 193|s/e/h    |
0SDSSJ083038.79+470247.0|DA/M  |51981| 549|479| 8001|29426|9.50|2.25| 1.46|1.01|  27|  89| 1| 987| 193|s/e/h    |
1SDSSJ083043.49+221312.0|DA/M  |53349|1929|222|26494| 2980|8.40|0.59| 0.88|0.32| 770| 313| 2|1416| 337|re/s     |
0SDSSJ083043.49+221312.0|DA/M  |53349|1929|222|10073|  615|9.50|0.30| 1.46|0.14|  78|  54| 2|1416| 337|s        |
1SDSSJ083056.11+315941.9|DA/M  |52620| 932| 75|30772| 1041|7.98|0.23| 0.64|0.13| 818| 128| 3| 776| 153|s/e/h    |
0SDSSJ083056.11+315941.9|DA/M  |52620| 932| 75| 9401|  261|9.50|0.18| 1.46|0.08|  43|  18| 3| 776| 153|s/e/h    |
1SDSSJ083102.02+285741.9|DA/M  |52933|1268|273|12110| 2899|7.38|1.00| 0.33|0.52| 707| 348| 5| 921| 471|s/e/h    |
0SDSSJ083102.02+285741.9|DA/M  |52933|1268|273|11565| 2436|7.74|0.82| 0.46|0.49| 555| 242| 5| 921| 471|s/e/h    |
